name,sex,country_cod),country,affiliate_name,age,height,weight
Filippo Pesaresi,M,IT,Italy,CrossFit C2F,30,179 cm,85 kg
Dan Kerr,M,GB,United Kingdom,CrossFit Trafalgar,32,178 cm,83 kg
Luke Reiland,M,US,United States,CrossFit 8035,36,69 in,195 lb
Luke MacLennan,M,US,United States,CrossFit Bowling Green,25,69 in,195 lb
Drew Weber,M,US,United States,CrossFit Progression,27,,
Joel Strugnell,M,CA,Canada,Hydra CrossFit,30,183 cm,204 lb
Najm Mamkegh,M,JO,Jordan,CrossFit 962,31,179 cm,220 lb
Kurt Hindmarsh,M,AU,Australia,CrossFit Verge,29,177 cm,176 lb
Eric Hicks,M,US,United States,CrossFit Faded Glory,30,68 in,195 lb
Dmitrii Zotov,M,RU,Russian Federation,,26,169 cm,73 kg
Nicholas Vandenbeld,M,CA,Canada,Iron Regime CrossFit,34,170 cm,195 lb
James Bosma,M,AU,Australia,South Mandurah CrossFit,43,180 cm,90 kg
Mike Thomson,M,CA,Canada,Corktown CrossFit,35,60 in,185 lb
Dustin LaBar,M,US,United States,CrossFit Myrtle Beach,33,,185 lb
Alex Miller,M,US,United States,CrossFit Over the Mountain,29,74 in,215 lb
Joey Ramos,M,US,United States,CrossFit Artillery,32,69 in,175 lb
Ricardo Maia,M,BR,Brazil,CrossFit Access,28,60 in,182 lb
Alexander Perez,M,US,United States,KMF CrossFit,27,71 in,200 lb
Louis Chaudron,M,GB,United Kingdom,CrossFit West Yorkshire,25,182 cm,97 kg
Jake Stults,M,US,United States,CrossFit XLT,27,,
Nik Olson,M,US,United States,CrossFit 061,23,,
Dene Flude,M,NZ,New Zealand,CrossFit Iron Paradise,31,180 cm,88 kg
Jackson Drohan,M,US,United States,CrossFit OSC,20,69 in,188 lb
Chet Martin,M,CA,Canada,CrossFit Oshawa,35,71 in,180 lb
Ben Van Pelt,M,US,United States,Coyote CrossFit,23,71 in,185 lb
Matthew Hamlin,M,US,United States,CrossFit Passion,26,67 in,180 lb
Luka Perko,M,HR,Croatia,,22,186 cm,92 kg
Johanus Bakhuis,M,NL,Netherlands,,22,169 cm,69 kg
Cedric Bryant,M,US,United States,CrossFit Chantilly,37,67 in,171 lb
Matt Kyser,M,US,United States,CrossFit OverTake,27,70 in,190 lb
Alban Dubois,M,BE,Belgium,CrossFit Albi,25,175 cm,86 kg
Magnús Snær Árnason,M,IS,Iceland,CrossFit Hafnarfjordur,26,180 cm,81 kg
Viktor Höglund,M,SE,Sweden,CrossFit Motala,26,184 cm,95 kg
Vladimir Bitiutskiy,M,UA,Ukraine,CrossFit Banda II,35,179 cm,83 kg
Gregory Hung,M,CH,Switzerland,CrossFit Turicum,38,178 cm,88 kg
Travon Benton,M,US,United States,,24,,
David Charbonneau,M,US,United States,CrossFit Queens,34,70 in,195 lb
Jack Farlow,M,CA,Canada,Element CrossFit,18,73 in,195 lb
Israel Herrera,M,MX,Mexico,,22,165 cm,67 kg
Maxwell Honeyman,M,CA,Canada,CrossFit LoLo,28,72 in,205 lb
Isaac Cey,M,US,United States,CrossFit Duratus,25,68 in,185 lb
Markus Kruemmer,M,DE,Germany,CrossFit CFD,35,183 cm,200 lb
Raúl Berlanga Núñez,M,ES,Spain,CrossFit Lambda,23,184 cm,76 kg
Alejandro Gallego Soto,M,CO,Colombia,BoxPro CrossFit,36,177 cm,82 kg
Jesse Beckner,M,US,United States,Three Kings CrossFit,28,70 in,195 lb
Gustavo Trasancos,M,MX,Mexico,,29,171 cm,80 kg
Michael French,M,US,United States,Big Mountain CrossFit,32,70 in,195 lb
James Grundler,M,US,United States,CrossFit Inferno,49,71 in,198 lb
Luis Hernandez,M,US,United States,CrossFit Huebner,30,67 in,170 lb
Robert Åkerström,M,SE,Sweden,CrossFit Vanheim,31,168 cm,75 kg
Javier Stampa,M,ES,Spain,CrossFit Bellum,20,183 cm,87 kg
Marco Tavares,M,PT,Portugal,,28,174 cm,90 kg
Emilio Hernandez,M,US,United States,Gold Standard Athletics CrossFit,24,68 in,190 lb
Julius Klitgaard,M,DK,Denmark,CrossFit Delta Kilo,25,181 cm,84 kg
Luc Devaux,M,FR,France,Reebok CrossFit 673,31,183 cm,85 kg
Luke Parker,M,US,United States,CrossFit Passion,26,,
Philipp Wiltschnig,M,AT,Austria,CrossFit Graz,28,178 cm,84 kg
Tony Koens,M,US,United States,Timberwolf CrossFit,37,70 in,205 lb
Gerardo Mosquera,M,EC,Ecuador,,27,,176 lb
Maximilian Walter,M,AT,Austria,Triller CrossFit,29,,
David Ben David,M,IL,Israel,CrossFit White City,29,178 cm,85 kg
Alex Buckley,M,AU,Australia,CrossFit Carv,29,,
Martyn Lever,M,GB,United Kingdom,CrossFit Bournemouth,35,184 cm,92 kg
Benedict Farrell,M,GB,United Kingdom,CrossFit Glasgow,29,,174 lb
Justin Holland,M,US,United States,CrossFit Nashville,28,74 in,215 lb
Guillaume Grenier,M,CA,Canada,,26,170 cm,170 lb
Mark Holyoake,M,NZ,New Zealand,Carbon Method CrossFit,37,,170 lb
Doo Young Lee,M,KR,"Korea, Republic of",CrossFit Zest,34,181 cm,88 kg
Andres Lee,M,EC,Ecuador,Kallpa CrossFit,35,70 in,187 lb
Maxwell Unmacht,M,US,United States,CrossFit Kilo II,21,69 in,175 lb
Wyatt Wardenburg,M,US,United States,CrossFit 2.2,41,73 in,200 lb
Teddy McClelland,M,US,United States,Koda CrossFit Native,28,73 in,200 lb
Bryan O'Neil,M,US,United States,CrossFit Claddagh,37,70 in,195 lb
Hannes Nickl,M,DE,Germany,CrossFit Pineville,29,72 in,195 lb
Driss Bouchiah,M,MA,Morocco,,24,178 cm,76 kg
Steve Mullen,M,US,United States,CrossFit Identity,39,67 in,175 lb
William Loughman,M,GB,United Kingdom,CrossFit Hereford,27,180 cm,97 kg
Jesus Duran,M,US,United States,GV CrossFit,32,71 in,195 lb
Birkir Orn Jonsson,M,IS,Iceland,CrossFit XY,25,171 cm,82 kg
Jeremy Hilsen,M,US,United States,CrossFit Westchase,42,70 in,189 lb
Mareck Bigler,M,CH,Switzerland,CrossFit Riviera,37,183 cm,195 lb
Benjamin Roser,M,DE,Germany,CrossFit Loerrach,34,173 cm,76 kg
Yota Restrepo,M,CO,Colombia,,29,,
Jeremiah Naig,M,US,United States,CrossFit Ankeny,37,71 in,200 lb
Justin Thomsen,M,US,United States,CrossFit i1uvit,29,68 in,204 lb
Chris Heaton,M,US,United States,CrossFit Dana Point,33,68 in,175 lb
Steve Lucchino,M,US,United States,,33,67 in,200 lb
Justin Lane,M,CA,Canada,,22,67 in,178 lb
Anthony Re,M,US,United States,Glass City CrossFit,17,69 in,190 lb
Loran Francetti,M,CH,Switzerland,CrossFit Bilitio,28,180 cm,90 kg
Joshua Freitas,M,US,United States,CrossFit City of Lakes,27,69 in,190 lb
Jason Grubb,M,US,United States,Box Press CrossFit,44,68 in,190 lb
Dennis Guerrero,M,US,United States,CrossFit Jetty,29,66 in,138 lb
Jesse Hicks,M,US,United States,CrossFit Exile,27,67 in,170 lb
Brandon Lopez,M,US,United States,Bion CrossFit,35,75 in,216 lb
Juan Jose Sánchez baños,M,ES,Spain,NDL CrossFit,31,180 cm,82 kg
John Hazdovac,M,US,United States,Chuckwalla CrossFit,37,67 in,186 lb
Leonardo Grottino,M,IT,Italy,CrossFit 55049 VG,17,,
Alexander Kittl,M,AT,Austria,CrossFit Delray Beach,24,,
Ioannis Nystazos,M,BE,Belgium,CrossFit 6000,24,170 cm,83 kg
Nick Bader,M,US,United States,CrossFit OSA,26,,
Bodnar Adam,M,HU,Hungary,,32,178 cm,85 kg
Jamie Martin,M,GB,United Kingdom,CrossFit Romsey,30,185 cm,105 kg
Mathieu Lavigne,M,CA,Canada,CrossFit Banff,26,70 in,185 lb
Emil von Gerber,M,SE,Sweden,CrossFit Nordic,27,174 cm,90 kg
Triston Patrick,M,US,United States,CrossFit Bay Area,26,74 in,205 lb
Roger Levasseur,M,US,United States,CrossFit Rising Tide,38,68 in,180 lb
Joe Waggett,M,US,United States,ZooTown CrossFit,38,73 in,210 lb
Young-Jun Kim,M,KR,"Korea, Republic of",,34,165 cm,75 kg
Caleb Huff,M,US,United States,CrossFit Triple River,27,66 in,185 lb
Liam Stump,M,GB,United Kingdom,Interval Plus CrossFit,26,167 cm,81 kg
Karl Hines,M,US,United States,V&L Biloxi CrossFit,32,71 in,208 lb
Samuel Larochelle,M,CA,Canada,L'Usine CrossFit 640,25,67 in,165 lb
Blake Caluzzi,M,US,United States,CrossFit Waukee,25,67 in,175 lb
David Stevens,M,US,United States,CrossFit Hype,30,67 in,180 lb
Harley Pescosolido,M,US,United States,,25,70 in,182 lb
Justin Jackson,M,US,United States,CrossFit Tier1,34,74 in,211 lb
Reshef Gold,M,IL,Israel,CrossFit Neve Ganim,26,190 cm,95 kg
Hunter Wood,M,US,United States,CrossFit MF,29,68 in,177 lb
Daniel Haro,M,MX,Mexico,,23,170 cm,74 kg
Deniz Arac,M,US,United States,CrossFit X-Factor,29,70 in,195 lb
George Belanger,M,CA,Canada,PURE Fitness CrossFit,35,72 in,200 lb
Francois Beauregard,M,CA,Canada,Deka CrossFit,40,178 cm,206 lb
Tristan Fouard,M,US,United States,M4G CrossFit,31,73 in,195 lb
John Bartlett,M,US,United States,Animal CrossFit,29,69 in,180 lb
Djordje Zlatanovic,M,RS,Serbia,,26,173 cm,82 kg
Nicholas Plueger,M,US,United States,CrossFit Okoboji,29,71 in,195 lb
Ron Buckner,M,US,United States,CrossFit Greenshed,33,69 in,190 lb
Huw Davis,M,GB,United Kingdom,MMXVII CrossFit,35,190 cm,95 kg
David Lynch,M,NZ,New Zealand,CrossFit North Harbour,34,178 cm,84 kg
Caleb Gatchell,M,US,United States,CrossFit Eagle Alley,22,74 in,210 lb
Joshua Bowen,M,US,United States,810 CrossFit,21,68 in,160 lb
Justin Jindra,M,US,United States,CrossFit 719,34,66 in,155 lb
Will Tonacchio,M,US,United States,CrossFit HNL,39,71 in,210 lb
Tyler Lonjin,M,US,United States,Somnium CrossFit,28,67 in,170 lb
Tyler Hamilton,M,AU,Australia,CrossFit 505,24,170 cm,83 kg
Gregor Schregle,M,DE,Germany,CrossFit Rhein-Neckar,36,179 cm,81 kg
Thomas Sampson,M,US,United States,CrossFit 235,32,69 in,210 lb
Ryan Eason,M,US,United States,CrossFit Invoke,30,70 in,170 lb
Timothy Doonan,M,AU,Australia,CrossFit AM,27,172 cm,79 kg
Chawkeen Graham,M,US,United States,CrossFit Kenosha,30,69 in,185 lb
Marshall Klitzke,M,US,United States,Breakaway CrossFit,26,,180 lb
Dalton Scheel,M,US,United States,Bedlam CrossFit,26,71 in,180 lb
Sazanovets Ruslan,M,BY,Belarus,,26,170 cm,80 kg
Christopher Lynn,M,US,United States,CrossFit Wilco,35,72 in,185 lb
Camilo Reinoso,M,CL,Chile,CrossFit El Camino,29,172 cm,80 kg
Hugo Botero,M,US,United States,CrossFit Hype,29,,
Lucas Goni Monzon,M,ES,Spain,CrossFit Salnes,24,,
Ed Haynes,M,CN,China,CrossFit CFPT,32,176 cm,84 kg
Lachlan Josey,M,AU,Australia,,25,176 cm,85 kg
Jason Ray,M,US,United States,SBMS CrossFit,25,69 in,185 lb
Nordi Mohand Hamete,M,ES,Spain,,29,,82 kg
Alexis Leal,M,MX,Mexico,,23,,
Matthijs Deprez,M,BE,Belgium,CrossFit Kortrijk,25,176 cm,75 kg
Marcio Narciso,M,BR,Brazil,Feroz CrossFit,35,185 cm,89 kg
Dillon Graham,M,US,United States,,24,,
Assem Effat,M,EG,Egypt,,29,185 cm,242 lb
Cameron Randall,M,US,United States,Cable CrossFit,23,72 in,200 lb
Blake Leigh-Smith,M,AU,Australia,CrossFit Darwin,30,169 cm,69 kg
Lewis McMaster,M,IE,Ireland,CrossFit Enniskillen,36,166 cm,72 kg
Dan Manheimer,M,US,United States,CrossFit Duratus,36,69 in,190 lb
Adam Baillie,M,US,United States,CrossFit Rally Point,25,69 in,190 lb
Nacho Sanchez,M,ES,Spain,CrossFit Tetuán,26,,
Stuart Stark,M,US,United States,CrossFit Enapay,30,69 in,180 lb
Robert Heuer,M,ZA,South Africa,CrossFit Resuelto,30,185 cm,185 lb
James Balderston,M,US,United States,CrossFit West Des Moines,25,,
Bryce Smith,M,US,United States,CrossFit Invictus,30,76 in,215 lb
Noah Dahlstrom,M,US,United States,CrossFit 151,24,71 in,190 lb
Ajkaz Cholakian,M,RU,Russian Federation,,25,173 cm,215 lb
Austin Morgan,M,US,United States,Iron Tide CrossFit,21,68 in,175 lb
Patrick McGinnis,M,US,United States,Top CrossFit,38,69 in,185 lb
Sergey Rykov,M,RU,Russian Federation,,37,174 cm,91 kg
Sam Kemp,M,NZ,New Zealand,CrossFit Korra,25,192 cm,106 kg
Niklas Ahti,M,FI,Finland,CrossFit Vantaa,27,186 cm,97 kg
Jack Facer,M,GB,United Kingdom,CrossFit First Light,28,182 cm,88 kg
Matthieu Dubreucq,M,CA,Canada,CrossFit Laval,37,175 cm,185 lb
Rolo Pieters,M,ZA,South Africa,BST CrossFit,30,,
Greg Lane,M,US,United States,CrossFit Minnetonka,31,70 in,195 lb
Erik Alvarez,M,US,United States,CrossFit HNL,31,,160 lb
Gage Barone,M,US,United States,CrossFit 1808,21,71 in,200 lb
Flaudizio Brandao,M,BR,Brazil,CrossFit Carranca,27,168 cm,83 kg
Brian Yeung,M,US,United States,CrossFit Kaiju,29,72 in,195 lb
Roberto Carrasquero,M,VE,Venezuela,,29,,
Taylor Dines,M,NZ,New Zealand,Thirty One Ten CrossFit,26,,
Zathan Simpson,M,US,United States,CrossFit AC,28,71 in,185 lb
Alexander Mittweg,M,DE,Germany,CrossFit Bergisch Gladbach,25,,
Brad Rivers,M,GB,United Kingdom,CrossFit TG,26,175 cm,185 lb
Michael Paterson,M,NZ,New Zealand,CrossFit East Tamaki,25,186 cm,92 kg
Alberto Scalisi,M,AT,Austria,COI CrossFit,31,173 cm,82 kg
Tamás Plesó,M,HU,Hungary,,33,184 cm,90 kg
Kolton Hughes,M,US,United States,CrossFit Fort Smith,23,69 in,180 lb
Brandon Zinenko,M,AU,Australia,CrossFit PSB,25,183 cm,85 kg
Comet Cunningham,M,US,United States,CrossFit Manifest,38,67 in,185 lb
Matt Brady,M,CA,Canada,,25,74 in,210 lb
Giancarlo Carabotta,M,IT,Italy,CrossFit 74012,27,,
Phil Serzo,M,US,United States,CrossFit South Brooklyn,28,,190 lb
Thomas Parker,M,GB,United Kingdom,Reebok CrossFit Reading,34,180 cm,87 kg
Thorsten Bruning,M,NL,Netherlands,CrossFit Twente,31,178 cm,85 kg
Kévin Lorant,M,FR,France,CrossFit Minimes,25,184 cm,80 kg
Cj Smith,M,US,United States,CrossFit St Paul,29,72 in,180 lb
Maxime Guyon,M,FR,France,CrossFit Brest,41,,
Ilias Chatzivasileiou,M,GR,Greece,The Core Force CrossFit,24,175 cm,76 kg
Adrian Encinia,M,US,United States,Gnardog CrossFit,35,70 in,185 lb
Harry Hall,M,NZ,New Zealand,CrossFit Alliance,25,183 cm,83 kg
Alvie Hafen,M,US,United States,CrossFit Everyday Heroes,32,69 in,175 lb
Micky Gabba,M,IT,Italy,CrossFit 25100,40,181 cm,90 kg
Victor Candia,M,CL,Chile,CrossFit F15,28,177 cm,72 kg
Andrii Vorona,M,UA,Ukraine,,26,,
Doyeon Park,M,KR,"Korea, Republic of",CrossFit Gimpo,28,171 cm,174 lb
Julian Conesa Gomez,M,ES,Spain,CrossFit S'embat,28,191 cm,90 kg
Aaron Carlson,M,US,United States,Natural Selection CrossFit,38,69 in,195 lb
Max Camozzi,M,GB,United Kingdom,West Leeds CrossFit,27,184 cm,82 kg
Kyle Hamlett,M,US,United States,CrossFit Forerunner,29,75 in,220 lb
Matt Henderson,M,NZ,New Zealand,,27,172 cm,83 kg
Rob Pearson,M,CA,Canada,Fundy CrossFit,37,70 in,193 lb
Thor Hajnal,M,AU,Australia,CrossFit Artax,26,173 cm,81 kg
Mick Dawes,M,AU,Australia,CrossFit Raw Commando,39,181 cm,92 kg
Ryan Fitzpatrick,M,US,United States,CrossFit Reignited ILM,28,70 in,175 lb
Scott Van den heuvel,M,NZ,New Zealand,Ground Project CrossFit,38,180 cm,83 kg
Nick Reece,M,AU,Australia,CrossFit Lionmode South,35,171 cm,85 kg
Garrett Jenkins,M,US,United States,Full Force CrossFit,27,69 in,205 lb
Christopher Cothliff,M,GB,United Kingdom,CrossFit PENDLE,37,178 cm,81 kg
Omar Msameh,M,JO,Jordan,CrossFit 962,25,169 cm,165 lb
Allan Jensen,M,DK,Denmark,CrossFit Pit Stop,32,188 cm,211 lb
Valerio Mattera,M,IT,Italy,CrossFit Casalpalocco,28,183 cm,85 kg
Ben Wardell,M,US,United States,CrossFit Coeur D'Alene,31,75 in,220 lb
Jakob Christoph Weber,M,AT,Austria,CrossFit Salzburg,21,170 cm,77 kg
Giulio Silvino,M,IT,Italy,CrossFit Teramo,47,175 cm,81 kg
Andy Devoy,M,NZ,New Zealand,Mount CrossFit,30,,179 lb
Darren Thornton,M,GB,United Kingdom,CrossFit Defy,30,183 cm,204 lb
Taylor Stephens,M,US,United States,CrossFit Trussville,28,71 in,195 lb
Marvin Salazar,M,CR,Costa Rica,Cabila CrossFit,22,178 cm,88 kg
George Birtle,M,GB,United Kingdom,CrossFit MSQD,27,,
Maxwell Reynolds,M,US,United States,CrossFit Invictus,28,72 in,195 lb
Luke Weeldreyer,M,US,United States,WHC CrossFit,34,75 in,215 lb
McKenzie Wierda,M,US,United States,CrossFit Kilo II,22,70 in,190 lb
Miles Canning,M,IE,Ireland,CrossFit Berserk,29,,90 lb
Michael Pesina,M,US,United States,EPUC CrossFit,27,66 in,160 lb
Arash Ghadimy Afshar,M,IR,Iran,CrossFit Boran,28,176 cm,80 kg
Parker Teeter,M,US,United States,IMA CrossFit,29,78 in,235 lb
Arnold Koo,M,US,United States,CrossFit Danville,30,72 in,185 lb
Jacob Doyon,M,US,United States,CrossFit North Haven,21,64 in,155 lb
Bernardo Cardenas,M,MX,Mexico,CrossFit Cupra,27,176 cm,190 lb
Jack Garcia,M,US,United States,CrossFit ACT,26,,
Sean Scott,M,US,United States,Another Level CrossFit,24,70 in,190 lb
Evan Garrison,M,US,United States,CrossFit Wilsonville,25,,
Bradley Alcock,M,US,United States,CrossFit Duratus,37,67 in,170 lb
James Sidwell,M,US,United States,CrossFit Strong,31,,185 lb
Justin Servino,M,US,United States,Empire State CrossFit White Plains,32,,
Oğuzhan Akpınar,M,TR,Turkey,CrossFit SkyLight,23,170 cm,165 lb
Brad Shankle,M,US,United States,CrossFit T-Town,31,,190 lb
Zakarias Halhoul,M,MA,Morocco,CrossFit Collado Villalba,29,,
Lukasz Dabbachi,M,PL,Poland,CrossFit Wroclaw,41,186 cm,
Ofek Eldadi,M,IL,Israel,CrossFit Green Beach,24,182 cm,88 kg
Tino Robbins,M,US,United States,Beyond The Lines CrossFit,33,69 in,180 lb
Mohammad Abu Eisheh,M,JO,Jordan,,23,184 cm,82 kg
Thomas Scott,M,US,United States,Crucible CrossFit,21,67 in,175 lb
Giuseppe Mulè,M,IT,Italy,Reebok CrossFit Alcamo,27,,
Hamish Meddings,M,NZ,New Zealand,Business Time CrossFit,41,184 cm,180 lb
Joshua Patch,M,US,United States,CrossFit Burlington,33,69 in,172 lb
Jacob Clark,M,US,United States,CrossFit Commence,27,71 in,200 lb
Ziad Elfeki,M,EG,Egypt,,21,174 cm,76 kg
Christian Ruiz,M,US,United States,Finish Strong CrossFit,30,70 in,200 lb
Paul Timothy Steel,M,US,United States,CrossFit White Rose,39,69 in,183 lb
Christopher Reddan,M,GB,United Kingdom,CrossFit CM2,30,,87 lb
Tony Costa,M,US,United States,Training PIT CrossFit,30,67 in,185 lb
Alvaro Lopez,M,PA,Panama,Reebok CrossFit PTY,34,6 in,185 lb
Zachary Hebert,M,CA,Canada,CrossFit The Flying V,40,68 in,185 lb
Brandon Nolin,M,US,United States,Advanced Performance CrossFit,36,71 in,222 lb
Zac Thomas,M,AU,Australia,CrossFit Wollongong,18,,82 kg
Johnnie Chiapperino,M,IT,Italy,CrossFit Stamford,29,58 in,175 lb
Christopher Treanor,M,US,United States,CrossFit Blade,36,67 in,170 lb
Sergei Boyarkin,M,RU,Russian Federation,CrossFit Redyar,29,195 cm,95 kg
Dominic Lachapelle,M,CA,Canada,CrossFit 1855,43,68 in,180 lb
Rowan Bray,M,IE,Ireland,CrossFit Mallow,24,,
Andrew Munnik,M,ZA,South Africa,Cape CrossFit Century City,30,174 cm,85 kg
Tim Schwab,M,US,United States,CrossFit Diehard,40,70 in,190 lb
Hector Moreno,M,US,United States,,23,68 in,159 lb
Aidan Chemaly,M,NZ,New Zealand,CrossFit Mobilus,30,171 cm,158 lb
Grant Fairhurst,M,US,United States,CrossFit High Gear,28,73 in,195 lb
Johan Carlsson,M,SE,Sweden,Kapacitet CrossFit,26,183 cm,
Christophe Besnard,M,FR,France,Ano CrossFit Hestia,38,169 cm,80 kg
Justin Brown,M,US,United States,CrossFit Vice,40,71 in,187 lb
Corban Mclarin,M,NZ,New Zealand,CrossFit Te Rapa,22,173 cm,92 kg
Moses Petelo,M,NZ,New Zealand,,30,,
Chief Brown,M,US,United States,BLFC CrossFit,27,,
Nicolai Blum,M,DE,Germany,CrossFit Undisputed Böblingen,34,183 cm,90 kg
David Timm,M,US,United States,CrossFit Credence,34,73 in,200 lb
Joakim Rygh,M,NO,Norway,CrossFit Oslo,28,175 cm,75 kg
Jamie Lowry,M,GB,United Kingdom,CrossFit BFG,22,68 in,175 lb
Abdalrhman Aqleh,M,JO,Jordan,CrossFit 962,26,173 cm,80 kg
Gonzalo Arteta,M,ES,Spain,Red Grizzly CrossFit,28,,
Qi Wei,M,CN,China,CrossFit One More Time,21,178 cm,79 kg
Jack Baldwin,M,AU,Australia,CrossFit HF,21,184 cm,88 kg
Kyle Ruth,M,US,United States,CrossFit Passion,35,71 in,195 lb
John-David Middleton,M,CA,Canada,CrossFit Colosseum,28,183 cm,205 lb
Pedro Pereira,M,PT,Portugal,Off Limits CrossFit Rato,31,166 cm,74 kg
David Syvertsen,M,US,United States,CrossFit Bison,34,70 in,203 lb
Travis Flannigan,M,US,United States,New Order CrossFit,33,,
Aaron Scott,M,GB,United Kingdom,CrossFit A14,30,65 in,170 lb
Ben Davidson,M,US,United States,CrossFit Mayhem,23,70 in,202 lb
Joe Gaines,M,US,United States,CrossFit For The People,30,71 in,182 lb
Trey Enriquez,M,US,United States,Odessa CrossFit,26,70 in,165 lb
Aaron Williams,M,US,United States,Voodoo CrossFit 512,33,68 in,170 lb
Ben Manganaro,M,US,United States,CrossFit HyperNova,31,69 in,193 lb
Mahyar Ghorbanzadeh,M,CA,Canada,CrossFit West Vancouver,25,179 cm,172 lb
Brandon Jansen,M,US,United States,CrossFit Train For Life,26,64 in,166 lb
Tobias Adlam,M,NZ,New Zealand,Ground Project CrossFit,25,188 cm,99 kg
Ryan Bender,M,US,United States,CrossFit SPXF,31,70 in,195 lb
Matt Medina,M,US,United States,CrossFit Iron Muscle,29,69 in,170 lb
Parker Bondi,M,CA,Canada,CrossFit Cordis,26,66 in,180 lb
Raffi Raffael,M,BR,Brazil,CrossFit RI,33,69 in,180 lb
Callum Deeble,M,ZA,South Africa,CrossFit Eikestad,22,175 cm,76 kg
Chris Dewan,M,US,United States,CrossFit Hit and Run,32,73 in,190 lb
Matthew Randolph,M,US,United States,Iron Luck CrossFit,28,72 in,192 lb
Daniel Armstrong,M,US,United States,CrossFit Smithtown,35,67 in,175 lb
Dante Tuscai,M,US,United States,CrossFit Inspire,30,70 in,185 lb
Cory McCleaf,M,US,United States,CrossFit Pineville,31,71 in,188 lb
David Johnston,M,US,United States,CrossFit Growl,42,72 in,200 lb
Kevin Singleton,M,US,United States,CrossFit Almighty,35,,
Nick Rees,M,US,United States,Ragin' CrossFit,30,72 in,204 lb
Thomas Sørensen,M,DK,Denmark,CrossFit North 579,27,188 cm,91 kg
Stefan Dallheimer,M,DE,Germany,CrossFit Ansbach,36,178 cm,84 kg
Casey Beaudouin,M,HN,Honduras,,25,65 in,159 lb
Owen Jones,M,GB,United Kingdom,CrossFit Aylesbury,30,175 cm,80 kg
Alessandro Zanet,M,IT,Italy,K2 CrossFit,25,71 in,195 lb
Gene Polk Jr,M,US,United States,,37,68 in,195 lb
Fabriany Alzate,M,CO,Colombia,CrossFit Zurriola,30,,
Alex Burriel,M,ES,Spain,CrossFit Bellum,39,170 cm,80 kg
Danylo Goncharov,M,DE,Germany,CrossFit Hammerbrook,30,180 cm,90 kg
Dmytro Myndresku,M,UA,Ukraine,,24,180 cm,84 kg
Mika Sola,M,FI,Finland,CrossFit East Turku,29,184 cm,87 kg
Ruben Rebel,M,NL,Netherlands,CrossFit Vondelgym,26,183 cm,185 lb
Dimitri Saadi,M,FR,France,CrossFit Castelnau le Lez,31,182 cm,93 kg
Ruez Georges,M,FR,France,CrossFit Rapace,28,181 cm,84 kg
Gautier Gout,M,FR,France,CrossFit Fréjus,28,,
Andy Timm,M,US,United States,East Valley CrossFit,39,71 in,185 lb
Tommy Galea,M,AU,Australia,CrossFit Arete,25,,80 kg
Marcio Costa,M,BR,Brazil,CrossFit Gurkha,26,167 cm,74 kg
Drew Morgan,M,US,United States,CrossFit Blue Blood,33,69 in,170 lb
Daimino Stewart,M,US,United States,CrossFit Fortius,34,71 in,205 lb
Joel Ferreira,M,PT,Portugal,CrossFit Durius,29,173 cm,80 kg
Jonathan Sindel,M,DE,Germany,CrossFit Erlangen,30,179 cm,194 lb
Alexandre Gallant,M,CA,Canada,CrossFit YQM,23,69 in,170 lb
Robert Wakeham,M,GB,United Kingdom,CrossFit Castaway Box II,32,69 in,180 lb
Jason Thoma,M,FR,France,CrossFit Initium,30,177 cm,84 kg
Rodrigo Mora,M,ES,Spain,CrossFit Ypsilon,28,167 cm,75 kg
Estuardo Penagos,M,GT,Guatemala,CrossFit 502,26,181 cm,185 lb
Nathan Selleck,M,AU,Australia,Coastal CrossFit Queensland,25,170 cm,80 kg
Yvan Rojas,M,PY,Paraguay,Jakare CrossFit,29,170 cm,75 kg
Niccolò Colli,M,IT,Italy,CrossFit 47100,19,172 cm,70 kg
Ty Owen,M,US,United States,Coyote CrossFit,32,69 in,196 lb
Antony Ruiz,M,VE,Venezuela,,26,,
Victor Boquetale Gomez,M,ES,Spain,,25,,
Edgar Godfrey,M,US,United States,CrossFit Passion,26,68 in,165 lb
Jeremiah Head,M,US,United States,Parakaleo CrossFit,45,72 in,202 lb
David Bjornsson,M,IS,Iceland,CrossFit XY,24,174 cm,79 kg
Adam Selmani,M,SE,Sweden,Limhamns CrossFit,28,184 cm,
John Leonard,M,AU,Australia,CrossFit Torian,31,180 cm,83 kg
Mats Cibis,M,DK,Denmark,CrossFit 2605,24,180 cm,
David Emison,M,US,United States,True Core CrossFit,35,66 in,170 lb
Jamel Pinto,M,VE,Venezuela,CrossFit Las Rejas,29,176 cm,82 kg
Jason Ramos,M,US,United States,CrossFit Recourse,35,73 in,205 lb
Joshua Creel,M,US,United States,Sanctum CrossFit,32,74 in,199 lb
Mikel Gabarren,M,ES,Spain,CrossFit Zurriola,43,183 cm,90 kg
Kade Pound,M,AU,Australia,CrossFit Fibre,23,,76 kg
Leigh Bevan,M,GB,United Kingdom,CrossFit SA1,33,179 cm,190 lb
Robert Brown,M,AU,Australia,CrossFit JAK Elite,28,186 cm,93 kg
Evgeni Nikolaev,M,RU,Russian Federation,Red Tower CrossFit 2,30,187 cm,86 kg
Gensen Palmer,M,NZ,New Zealand,CrossFit TAM,38,175 cm,90 kg
Hugo Fröberg,M,SE,Sweden,EGO CrossFit Sundsvall,27,174 cm,83 kg
